,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsReturn,TransactionType,TotalAmount,Year,Month,Day,Hour,Weekday
12656,537888,22454,MEASURING TAPE BABUSHKA RED,6,2010-12-09 10:04:00,2.95,15358,United Kingdom,False,Sale,17.700000000000003,2010,12,9,10,3
12657,537888,22621,TRADITIONAL KNITTING NANCY,12,2010-12-09 10:04:00,1.45,15358,United Kingdom,False,Sale,17.4,2010,12,9,10,3
12658,537888,22029,SPACEBOY BIRTHDAY CARD,12,2010-12-09 10:04:00,0.42,15358,United Kingdom,False,Sale,5.04,2010,12,9,10,3
12659,537888,21498,RED RETROSPOT WRAP ,25,2010-12-09 10:04:00,0.42,15358,United Kingdom,False,Sale,10.5,2010,12,9,10,3
12660,537888,84247L,FAWN AND MUSHROOM GREETING CARD,12,2010-12-09 10:04:00,0.42,15358,United Kingdom,False,Sale,5.04,2010,12,9,10,3
12661,537888,85185B,PINK HORSE SOCK PUPPET,6,2010-12-09 10:04:00,2.95,15358,United Kingdom,False,Sale,17.700000000000003,2010,12,9,10,3
12662,537888,22082,RIBBON REEL STRIPES DESIGN ,10,2010-12-09 10:04:00,1.65,15358,United Kingdom,False,Sale,16.5,2010,12,9,10,3
12663,537888,22732,3D VINTAGE CHRISTMAS STICKERS ,18,2010-12-09 10:04:00,1.25,15358,United Kingdom,False,Sale,22.5,2010,12,9,10,3
12664,537888,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2010-12-09 10:04:00,0.55,15358,United Kingdom,False,Sale,13.2,2010,12,9,10,3
12665,537888,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-09 10:04:00,0.55,15358,United Kingdom,False,Sale,13.2,2010,12,9,10,3
12666,537888,84993A,75 GREEN PETIT FOUR CASES,24,2010-12-09 10:04:00,0.42,15358,United Kingdom,False,Sale,10.08,2010,12,9,10,3
12667,537888,22818,CARD CHRISTMAS VILLAGE,12,2010-12-09 10:04:00,0.42,15358,United Kingdom,False,Sale,5.04,2010,12,9,10,3
12668,537888,22195,LARGE HEART MEASURING SPOONS,12,2010-12-09 10:04:00,1.65,15358,United Kingdom,False,Sale,19.8,2010,12,9,10,3
12669,537888,22744,MAKE YOUR OWN MONSOON CARD KIT,6,2010-12-09 10:04:00,2.95,15358,United Kingdom,False,Sale,17.700000000000003,2010,12,9,10,3
12670,537888,22813,PACK 3 BOXES BIRD PANNETONE ,12,2010-12-09 10:04:00,1.95,15358,United Kingdom,False,Sale,23.4,2010,12,9,10,3
12671,537888,22083,PAPER CHAIN KIT RETROSPOT,6,2010-12-09 10:04:00,2.95,15358,United Kingdom,False,Sale,17.700000000000003,2010,12,9,10,3
12672,537888,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2010-12-09 10:04:00,2.95,15358,United Kingdom,False,Sale,17.700000000000003,2010,12,9,10,3
12673,537888,22501,PICNIC BASKET WICKER LARGE,2,2010-12-09 10:04:00,9.95,15358,United Kingdom,False,Sale,19.9,2010,12,9,10,3
12674,537888,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-09 10:04:00,2.1,15358,United Kingdom,False,Sale,12.6,2010,12,9,10,3
12675,537888,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2010-12-09 10:04:00,2.1,15358,United Kingdom,False,Sale,12.6,2010,12,9,10,3
12676,537888,21880,RED RETROSPOT TAPE,12,2010-12-09 10:04:00,0.65,15358,United Kingdom,False,Sale,7.800000000000001,2010,12,9,10,3
12677,537888,22423,REGENCY CAKESTAND 3 TIER,1,2010-12-09 10:04:00,12.75,15358,United Kingdom,False,Sale,12.75,2010,12,9,10,3
12678,537888,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2010-12-09 10:04:00,1.65,15358,United Kingdom,False,Sale,16.5,2010,12,9,10,3
12679,537888,22738,RIBBON REEL SNOWY VILLAGE,10,2010-12-09 10:04:00,1.65,15358,United Kingdom,False,Sale,16.5,2010,12,9,10,3
12680,537888,10135,COLOURING PENCILS BROWN TUBE,10,2010-12-09 10:04:00,1.25,15358,United Kingdom,False,Sale,12.5,2010,12,9,10,3
12681,537888,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-12-09 10:04:00,1.25,15358,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12682,537888,22150,3 STRIPEY MICE FELTCRAFT,6,2010-12-09 10:04:00,1.95,15358,United Kingdom,False,Sale,11.7,2010,12,9,10,3
12683,537888,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-12-09 10:04:00,1.45,15358,United Kingdom,False,Sale,17.4,2010,12,9,10,3
12684,537888,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2010-12-09 10:04:00,0.85,15358,United Kingdom,False,Sale,10.2,2010,12,9,10,3
12685,537889,21671,RED SPOT CERAMIC DRAWER KNOB,12,2010-12-09 10:04:00,1.25,13319,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12686,537889,21485,RETROSPOT HEART HOT WATER BOTTLE,9,2010-12-09 10:04:00,4.95,13319,United Kingdom,False,Sale,44.55,2010,12,9,10,3
12687,537889,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2010-12-09 10:04:00,1.25,13319,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12688,537889,22180,RETROSPOT LAMP,1,2010-12-09 10:04:00,9.95,13319,United Kingdom,False,Sale,9.95,2010,12,9,10,3
12689,537889,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,2010-12-09 10:04:00,7.95,13319,United Kingdom,False,Sale,31.8,2010,12,9,10,3
12690,537889,22072,RED RETROSPOT TEA CUP AND SAUCER ,8,2010-12-09 10:04:00,3.75,13319,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12691,537889,21539,RED RETROSPOT BUTTER DISH,3,2010-12-09 10:04:00,4.95,13319,United Kingdom,False,Sale,14.85,2010,12,9,10,3
12692,537889,22087,PAPER BUNTING WHITE LACE,6,2010-12-09 10:04:00,2.95,13319,United Kingdom,False,Sale,17.700000000000003,2010,12,9,10,3
12693,537889,20727,LUNCH BAG  BLACK SKULL.,10,2010-12-09 10:04:00,1.65,13319,United Kingdom,False,Sale,16.5,2010,12,9,10,3
12694,537889,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-12-09 10:04:00,1.65,13319,United Kingdom,False,Sale,16.5,2010,12,9,10,3
12695,537889,20726,LUNCH BAG WOODLAND,10,2010-12-09 10:04:00,1.65,13319,United Kingdom,False,Sale,16.5,2010,12,9,10,3
12696,537889,20725,LUNCH BAG RED RETROSPOT,10,2010-12-09 10:04:00,1.65,13319,United Kingdom,False,Sale,16.5,2010,12,9,10,3
12697,537889,22867,HAND WARMER BIRD DESIGN,24,2010-12-09 10:04:00,2.1,13319,United Kingdom,False,Sale,50.400000000000006,2010,12,9,10,3
12698,537889,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-12-09 10:04:00,1.69,13319,United Kingdom,False,Sale,54.08,2010,12,9,10,3
12699,537889,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-09 10:04:00,2.1,13319,United Kingdom,False,Sale,50.400000000000006,2010,12,9,10,3
12700,537889,22472,TV DINNER TRAY DOLLY GIRL,3,2010-12-09 10:04:00,4.95,13319,United Kingdom,False,Sale,14.85,2010,12,9,10,3
12701,537889,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-09 10:04:00,2.95,13319,United Kingdom,False,Sale,17.700000000000003,2010,12,9,10,3
12702,537889,22837,HOT WATER BOTTLE BABUSHKA ,8,2010-12-09 10:04:00,4.65,13319,United Kingdom,False,Sale,37.2,2010,12,9,10,3
12703,537889,21479,WHITE SKULL HOT WATER BOTTLE ,8,2010-12-09 10:04:00,3.75,13319,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12704,537889,22840,ROUND CAKE TIN VINTAGE RED,2,2010-12-09 10:04:00,7.95,13319,United Kingdom,False,Sale,15.9,2010,12,9,10,3
12705,537889,22842,BISCUIT TIN VINTAGE RED,2,2010-12-09 10:04:00,6.75,13319,United Kingdom,False,Sale,13.5,2010,12,9,10,3
12706,537889,22843,BISCUIT TIN VINTAGE GREEN,2,2010-12-09 10:04:00,6.75,13319,United Kingdom,False,Sale,13.5,2010,12,9,10,3
12707,537889,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2010-12-09 10:04:00,0.85,13319,United Kingdom,False,Sale,10.2,2010,12,9,10,3
12708,537889,79321,CHILLI LIGHTS,4,2010-12-09 10:04:00,4.95,13319,United Kingdom,False,Sale,19.8,2010,12,9,10,3
12709,537889,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-12-09 10:04:00,1.25,13319,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12710,537889,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,18,2010-12-09 10:04:00,2.95,13319,United Kingdom,False,Sale,53.1,2010,12,9,10,3
12711,537889,22726,ALARM CLOCK BAKELIKE GREEN,8,2010-12-09 10:04:00,3.75,13319,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12712,537890,22937,BAKING MOULD CHOCOLATE CUP CAKES,6,2010-12-09 10:04:00,2.55,15358,United Kingdom,False,Sale,15.3,2010,12,9,10,3
12713,537890,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,6,2010-12-09 10:04:00,2.55,15358,United Kingdom,False,Sale,15.3,2010,12,9,10,3
12714,537890,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2010-12-09 10:04:00,2.55,15358,United Kingdom,False,Sale,15.3,2010,12,9,10,3
12715,537890,22930,BAKING MOULD HEART MILK CHOCOLATE,6,2010-12-09 10:04:00,2.55,15358,United Kingdom,False,Sale,15.3,2010,12,9,10,3
12716,537890,22935,BAKING MOULD ROSE MILK CHOCOLATE,6,2010-12-09 10:04:00,3.25,15358,United Kingdom,False,Sale,19.5,2010,12,9,10,3
12717,537890,22936,BAKING MOULD ROSE WHITE CHOCOLATE,6,2010-12-09 10:04:00,3.25,15358,United Kingdom,False,Sale,19.5,2010,12,9,10,3
12718,537891,22961,JAM MAKING SET PRINTED,12,2010-12-09 10:05:00,1.45,13319,United Kingdom,False,Sale,17.4,2010,12,9,10,3
12719,537891,22960,JAM MAKING SET WITH JARS,6,2010-12-09 10:05:00,4.25,13319,United Kingdom,False,Sale,25.5,2010,12,9,10,3
12720,537891,22937,BAKING MOULD CHOCOLATE CUP CAKES,6,2010-12-09 10:05:00,2.55,13319,United Kingdom,False,Sale,15.3,2010,12,9,10,3
12721,537891,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2010-12-09 10:05:00,2.55,13319,United Kingdom,False,Sale,15.3,2010,12,9,10,3
12722,537891,22930,BAKING MOULD HEART MILK CHOCOLATE,6,2010-12-09 10:05:00,2.55,13319,United Kingdom,False,Sale,15.3,2010,12,9,10,3
12723,537892,POST,POSTAGE,1,2010-12-09 10:13:00,18.0,12481,Germany,False,Sale,18.0,2010,12,9,10,3
12724,537892,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-12-09 10:13:00,6.75,12481,Germany,False,Sale,13.5,2010,12,9,10,3
12725,537892,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2010-12-09 10:13:00,8.5,12481,Germany,False,Sale,17.0,2010,12,9,10,3
12726,537892,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2010-12-09 10:13:00,0.42,12481,Germany,False,Sale,10.08,2010,12,9,10,3
12727,537892,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-12-09 10:13:00,1.25,12481,Germany,False,Sale,15.0,2010,12,9,10,3
12728,537892,22620,4 TRADITIONAL SPINNING TOPS,12,2010-12-09 10:13:00,1.25,12481,Germany,False,Sale,15.0,2010,12,9,10,3
12729,537892,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2010-12-09 10:13:00,1.65,12481,Germany,False,Sale,19.8,2010,12,9,10,3
12730,537892,21156,RETROSPOT CHILDRENS APRON,8,2010-12-09 10:13:00,1.95,12481,Germany,False,Sale,15.6,2010,12,9,10,3
12731,537892,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-12-09 10:13:00,2.95,12481,Germany,False,Sale,17.700000000000003,2010,12,9,10,3
12732,537892,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-12-09 10:13:00,2.95,12481,Germany,False,Sale,17.700000000000003,2010,12,9,10,3
12733,C537893,22450,SILK PURSE BABUSHKA BLUE,-1,2010-12-09 10:14:00,3.35,12721,France,True,Return,-3.35,2010,12,9,10,3
12734,C537893,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2010-12-09 10:14:00,9.95,12721,France,True,Return,-19.9,2010,12,9,10,3
12735,C537893,22630,DOLLY GIRL LUNCH BOX,-2,2010-12-09 10:14:00,1.95,12721,France,True,Return,-3.9,2010,12,9,10,3
12736,537894,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-12-09 10:16:00,4.95,12621,Germany,False,Sale,14.85,2010,12,9,10,3
12737,537894,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2010-12-09 10:16:00,2.1,12621,Germany,False,Sale,12.6,2010,12,9,10,3
12738,537894,22972,CHILDREN'S SPACEBOY MUG,12,2010-12-09 10:16:00,1.65,12621,Germany,False,Sale,19.8,2010,12,9,10,3
12739,537894,22551,PLASTERS IN TIN SPACEBOY,24,2010-12-09 10:16:00,1.65,12621,Germany,False,Sale,39.6,2010,12,9,10,3
12740,537894,21680,WOODLAND  STICKERS,36,2010-12-09 10:16:00,0.85,12621,Germany,False,Sale,30.6,2010,12,9,10,3
12741,537894,22331,WOODLAND PARTY BAG + STICKER SET,24,2010-12-09 10:16:00,1.65,12621,Germany,False,Sale,39.6,2010,12,9,10,3
12742,537894,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,30,2010-12-09 10:16:00,2.95,12621,Germany,False,Sale,88.5,2010,12,9,10,3
12743,537894,22730,ALARM CLOCK BAKELIKE IVORY,12,2010-12-09 10:16:00,3.75,12621,Germany,False,Sale,45.0,2010,12,9,10,3
12744,537894,22727,ALARM CLOCK BAKELIKE RED ,12,2010-12-09 10:16:00,3.75,12621,Germany,False,Sale,45.0,2010,12,9,10,3
12745,537894,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,2010-12-09 10:16:00,3.75,12621,Germany,False,Sale,45.0,2010,12,9,10,3
12746,537894,22891,TEA FOR ONE POLKADOT,6,2010-12-09 10:16:00,4.25,12621,Germany,False,Sale,25.5,2010,12,9,10,3
12747,537894,17003,BROCADE RING PURSE ,36,2010-12-09 10:16:00,0.21,12621,Germany,False,Sale,7.56,2010,12,9,10,3
12748,537894,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-12-09 10:16:00,1.25,12621,Germany,False,Sale,15.0,2010,12,9,10,3
12749,537894,POST,POSTAGE,2,2010-12-09 10:16:00,18.0,12621,Germany,False,Sale,36.0,2010,12,9,10,3
12750,537895,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-12-09 10:30:00,3.75,14299,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12751,537895,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-12-09 10:30:00,1.25,14299,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12752,537895,21166,COOK WITH WINE METAL SIGN ,12,2010-12-09 10:30:00,1.95,14299,United Kingdom,False,Sale,23.4,2010,12,9,10,3
12753,537895,21843,RED RETROSPOT CAKE STAND,24,2010-12-09 10:30:00,9.95,14299,United Kingdom,False,Sale,238.8,2010,12,9,10,3
12754,537895,22188,BLACK HEART CARD HOLDER,36,2010-12-09 10:30:00,3.39,14299,United Kingdom,False,Sale,122.04,2010,12,9,10,3
12755,537896,21143,ANTIQUE GLASS HEART DECORATION ,12,2010-12-09 10:33:00,1.95,18071,United Kingdom,False,Sale,23.4,2010,12,9,10,3
12756,537896,35971,ROSE FOLKART HEART DECORATIONS,24,2010-12-09 10:33:00,1.25,18071,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12757,537896,35953,FOLKART STAR CHRISTMAS DECORATIONS,24,2010-12-09 10:33:00,1.25,18071,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12758,537896,21809,CHRISTMAS HANGING TREE WITH BELL,12,2010-12-09 10:33:00,1.25,18071,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12759,537896,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-12-09 10:33:00,1.25,18071,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12760,537896,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-09 10:33:00,1.65,18071,United Kingdom,False,Sale,9.9,2010,12,9,10,3
12761,537896,22855,FINE WICKER HEART ,24,2010-12-09 10:33:00,1.25,18071,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12762,537896,85129B,BEADED CRYSTAL HEART GREEN SMALL,12,2010-12-09 10:33:00,1.25,18071,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12763,537896,17091J,VANILLA INCENSE IN TIN,6,2010-12-09 10:33:00,1.25,18071,United Kingdom,False,Sale,7.5,2010,12,9,10,3
12764,537896,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2010-12-09 10:33:00,3.75,18071,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12765,537896,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2010-12-09 10:33:00,2.95,18071,United Kingdom,False,Sale,23.6,2010,12,9,10,3
12766,537896,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2010-12-09 10:33:00,3.75,18071,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12767,537896,21314,SMALL GLASS HEART TRINKET POT,8,2010-12-09 10:33:00,2.1,18071,United Kingdom,False,Sale,16.8,2010,12,9,10,3
12768,537896,22424,ENAMEL BREAD BIN CREAM,1,2010-12-09 10:33:00,12.75,18071,United Kingdom,False,Sale,12.75,2010,12,9,10,3
12769,537897,POST,POSTAGE,1,2010-12-09 10:37:00,18.0,12683,France,False,Sale,18.0,2010,12,9,10,3
12770,537897,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2010-12-09 10:37:00,0.85,12683,France,False,Sale,10.2,2010,12,9,10,3
12771,537897,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,2010-12-09 10:37:00,0.85,12683,France,False,Sale,17.0,2010,12,9,10,3
12772,537897,22255,FELT TOADSTOOL  SMALL,12,2010-12-09 10:37:00,0.85,12683,France,False,Sale,10.2,2010,12,9,10,3
12773,537897,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-12-09 10:37:00,1.65,12683,France,False,Sale,19.8,2010,12,9,10,3
12774,537897,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-09 10:37:00,8.5,12683,France,False,Sale,17.0,2010,12,9,10,3
12775,537897,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-12-09 10:37:00,3.75,12683,France,False,Sale,15.0,2010,12,9,10,3
12776,537897,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-09 10:37:00,2.95,12683,France,False,Sale,17.700000000000003,2010,12,9,10,3
12777,537897,22454,MEASURING TAPE BABUSHKA RED,6,2010-12-09 10:37:00,2.95,12683,France,False,Sale,17.700000000000003,2010,12,9,10,3
12778,537897,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2010-12-09 10:37:00,1.49,12683,France,False,Sale,17.88,2010,12,9,10,3
12779,537897,22974,CHILDRENS DOLLY GIRL MUG,12,2010-12-09 10:37:00,1.65,12683,France,False,Sale,19.8,2010,12,9,10,3
12780,537897,20685,DOORMAT RED RETROSPOT,2,2010-12-09 10:37:00,7.95,12683,France,False,Sale,15.9,2010,12,9,10,3
12781,537897,22495,SET OF 2 ROUND TINS CAMEMBERT ,6,2010-12-09 10:37:00,2.95,12683,France,False,Sale,17.700000000000003,2010,12,9,10,3
12782,537898,22659,LUNCH BOX I LOVE LONDON,2,2010-12-09 10:42:00,1.95,17377,United Kingdom,False,Sale,3.9,2010,12,9,10,3
12783,537898,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-12-09 10:42:00,2.95,17377,United Kingdom,False,Sale,29.5,2010,12,9,10,3
12784,537898,22900, SET 2 TEA TOWELS I LOVE LONDON ,10,2010-12-09 10:42:00,2.95,17377,United Kingdom,False,Sale,29.5,2010,12,9,10,3
12785,537898,21485,RETROSPOT HEART HOT WATER BOTTLE,10,2010-12-09 10:42:00,4.95,17377,United Kingdom,False,Sale,49.5,2010,12,9,10,3
12786,537898,21623,VINTAGE UNION JACK MEMOBOARD,2,2010-12-09 10:42:00,9.95,17377,United Kingdom,False,Sale,19.9,2010,12,9,10,3
12787,537898,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2010-12-09 10:42:00,2.55,17377,United Kingdom,False,Sale,7.649999999999999,2010,12,9,10,3
12788,537898,22630,DOLLY GIRL LUNCH BOX,2,2010-12-09 10:42:00,1.95,17377,United Kingdom,False,Sale,3.9,2010,12,9,10,3
12789,537898,47580,TEA TIME DES TEA COSY,1,2010-12-09 10:42:00,2.55,17377,United Kingdom,False,Sale,2.55,2010,12,9,10,3
12790,537898,22111,SCOTTIE DOG HOT WATER BOTTLE,10,2010-12-09 10:42:00,4.95,17377,United Kingdom,False,Sale,49.5,2010,12,9,10,3
12791,537898,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-12-09 10:42:00,0.55,17377,United Kingdom,False,Sale,0.55,2010,12,9,10,3
12792,537898,84991,60 TEATIME FAIRY CAKE CASES,1,2010-12-09 10:42:00,0.55,17377,United Kingdom,False,Sale,0.55,2010,12,9,10,3
12793,537898,22834,HAND WARMER BABUSHKA DESIGN,5,2010-12-09 10:42:00,2.1,17377,United Kingdom,False,Sale,10.5,2010,12,9,10,3
12794,537898,21289,LARGE STRIPES CHOCOLATE GIFT BAG,3,2010-12-09 10:42:00,1.25,17377,United Kingdom,False,Sale,3.75,2010,12,9,10,3
12795,537898,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2010-12-09 10:42:00,2.95,17377,United Kingdom,False,Sale,5.9,2010,12,9,10,3
12796,537898,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-12-09 10:42:00,7.95,17377,United Kingdom,False,Sale,7.95,2010,12,9,10,3
12797,537898,21479,WHITE SKULL HOT WATER BOTTLE ,4,2010-12-09 10:42:00,3.75,17377,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12798,537898,22113,GREY HEART HOT WATER BOTTLE,6,2010-12-09 10:42:00,3.75,17377,United Kingdom,False,Sale,22.5,2010,12,9,10,3
12799,537898,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-12-09 10:42:00,3.75,17377,United Kingdom,False,Sale,7.5,2010,12,9,10,3
12800,537898,22837,HOT WATER BOTTLE BABUSHKA ,2,2010-12-09 10:42:00,4.65,17377,United Kingdom,False,Sale,9.3,2010,12,9,10,3
12801,537898,21621,VINTAGE UNION JACK BUNTING,10,2010-12-09 10:42:00,8.5,17377,United Kingdom,False,Sale,85.0,2010,12,9,10,3
12802,537900,22113,GREY HEART HOT WATER BOTTLE,2,2010-12-09 10:45:00,3.75,15983,United Kingdom,False,Sale,7.5,2010,12,9,10,3
12803,537900,84754,S/15 SILVER GLASS BAUBLES IN BAG,24,2010-12-09 10:45:00,1.25,15983,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12804,537900,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,4,2010-12-09 10:45:00,2.1,15983,United Kingdom,False,Sale,8.4,2010,12,9,10,3
12805,537900,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2,2010-12-09 10:45:00,2.1,15983,United Kingdom,False,Sale,4.2,2010,12,9,10,3
12806,537900,22736,RIBBON REEL MAKING SNOWMEN ,5,2010-12-09 10:45:00,1.65,15983,United Kingdom,False,Sale,8.25,2010,12,9,10,3
12807,537900,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2010-12-09 10:45:00,1.65,15983,United Kingdom,False,Sale,8.25,2010,12,9,10,3
12808,537900,85169A,IVORY LOVE BIRD CANDLE,12,2010-12-09 10:45:00,1.25,15983,United Kingdom,False,Sale,15.0,2010,12,9,10,3
12809,537900,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,12,2010-12-09 10:45:00,2.95,15983,United Kingdom,False,Sale,35.400000000000006,2010,12,9,10,3
12810,537900,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,4,2010-12-09 10:45:00,2.95,15983,United Kingdom,False,Sale,11.8,2010,12,9,10,3
12811,537900,22514,CHILDS GARDEN SPADE BLUE,1,2010-12-09 10:45:00,2.1,15983,United Kingdom,False,Sale,2.1,2010,12,9,10,3
12812,537900,22516,CHILDS GARDEN RAKE BLUE,1,2010-12-09 10:45:00,2.1,15983,United Kingdom,False,Sale,2.1,2010,12,9,10,3
12813,537900,22518,CHILDS GARDEN BRUSH BLUE,1,2010-12-09 10:45:00,2.1,15983,United Kingdom,False,Sale,2.1,2010,12,9,10,3
12814,537900,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,36,2010-12-09 10:45:00,2.55,15983,United Kingdom,False,Sale,91.8,2010,12,9,10,3
12815,537900,22294,HEART FILIGREE DOVE  SMALL,24,2010-12-09 10:45:00,1.25,15983,United Kingdom,False,Sale,30.0,2010,12,9,10,3
12816,537900,22144,CHRISTMAS CRAFT LITTLE FRIENDS,4,2010-12-09 10:45:00,2.1,15983,United Kingdom,False,Sale,8.4,2010,12,9,10,3
12817,537900,22525,CHILDRENS GARDEN GLOVES PINK,1,2010-12-09 10:45:00,1.25,15983,United Kingdom,False,Sale,1.25,2010,12,9,10,3
12818,537900,22523,CHILDS GARDEN FORK PINK,1,2010-12-09 10:45:00,0.85,15983,United Kingdom,False,Sale,0.85,2010,12,9,10,3
12819,537900,22521,CHILDS GARDEN TROWEL PINK,1,2010-12-09 10:45:00,0.85,15983,United Kingdom,False,Sale,0.85,2010,12,9,10,3
12820,537900,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2010-12-09 10:45:00,4.95,15983,United Kingdom,False,Sale,4.95,2010,12,9,10,3
12821,537900,22548,HEADS AND TAILS SPORTING FUN,4,2010-12-09 10:45:00,1.25,15983,United Kingdom,False,Sale,5.0,2010,12,9,10,3
12822,537900,21651,HANGING GLASS ETCHED TEALIGHT,6,2010-12-09 10:45:00,1.65,15983,United Kingdom,False,Sale,9.9,2010,12,9,10,3
12823,537900,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-12-09 10:45:00,1.69,15983,United Kingdom,False,Sale,54.08,2010,12,9,10,3
12824,537900,21136,PAINTED METAL PEARS ASSORTED,16,2010-12-09 10:45:00,1.69,15983,United Kingdom,False,Sale,27.04,2010,12,9,10,3
12825,537900,85172,HYACINTH BULB T-LIGHT CANDLES,32,2010-12-09 10:45:00,0.42,15983,United Kingdom,False,Sale,13.44,2010,12,9,10,3
12826,537901,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-09 10:48:00,10.95,13854,United Kingdom,False,Sale,175.2,2010,12,9,10,3
12827,537901,20749,ASSORTED COLOUR MINI CASES,12,2010-12-09 10:48:00,6.35,13854,United Kingdom,False,Sale,76.19999999999999,2010,12,9,10,3
12828,537901,22469,HEART OF WICKER SMALL,40,2010-12-09 10:48:00,1.45,13854,United Kingdom,False,Sale,58.0,2010,12,9,10,3
12829,537915,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2010-12-09 10:55:00,1.25,12797,Portugal,False,Sale,15.0,2010,12,9,10,3
